序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
19417,025481,华夏沪深300指数量化增强C,2026-07-31,1.0373,1.0373,1.39,-1.36,-5.79,-1.18,3.6,,,,3.73,3.73,3.73,0.00%
19418,025480,华夏沪深300指数量化增强A,2026-07-31,1.0391,1.0391,1.39,-1.35,-5.77,-1.11,3.75,,,,3.91,3.91,3.91,0.12%
19419,025691,弘毅远方北证50成份指数C,2026-07-31,0.7663,0.7663,3.12,4.74,-12.96,-17.32,-27.84,,,,-23.83,-23.37,-23.37,0.00%
19420,026706,方正富邦恒信双利债券C,2026-07-31,0.9846,0.9846,0.05,-0.35,-1.82,-1.58,,,,,,-1.54,-1.54,0.00%
19421,026974,兴业中证电池主题指数A,2026-07-31,0.8147,0.8147,0.89,0.85,-17.79,,,,,,,-18.53,-18.53,0.03%
19422,027019,大成天启稳利债券C,2026-07-31,1.0012,1.0012,0.02,-0.01,-0.74,0.11,,,,,,0.12,0.12,0.00%
19423,027018,大成天启稳利债券A,2026-07-31,1.0017,1.0017,0.01,-0.01,-0.73,0.16,,,,,,0.17,0.17,0.30%
19424,026135,泰康裕泽债券A,2026-07-31,1.0071,1.0071,0.26,-0.01,-0.28,-0.17,-0.75,,,,0.64,0.71,0.71,0.80%
19425,027024,国金安裕债券A,2026-07-31,0.9958,0.9958,0.09,0.05,-0.17,-0.37,,,,,,-0.42,-0.42,0.03%
19426,025804,金信中证同业存单AAA指数7天持有,2026-07-31,1.0069,1.0069,0.01,0.01,0.07,0.21,0.51,,,,0.6,0.69,0.69,0.00%
19427,025279,长城兴怡债券A,2026-07-31,0.9834,0.9834,0.17,-0.24,-1.97,-1.99,,,,,,-1.66,-1.66,0.80%
19428,026382,中航洞见领航混合A,2026-07-31,1.321,1.321,5.44,-12.99,-27.37,12.67,32.06,,,,,32.09,32.086791,0.15%
19429,026433,华泰柏瑞中证A500指数增强A,2026-07-31,1.0219,1.0219,1.4,-0.82,-10.08,-2.73,,,,,,2.19,2.19,0.12%
19430,026434,华泰柏瑞中证A500指数增强C,2026-07-31,1.0199,1.0199,1.4,-0.83,-10.12,-2.83,,,,,,1.99,1.99,0.00%
19431,026505,兴银国证消费电子主题指数C,2026-07-31,1.0945,1.0945,2.94,-6.99,-31.41,-2.66,9.2,,,,,9.45,9.45,0.00%
19432,026496,东方红消费研选混合发起C,2026-07-31,0.9218,0.9218,0.22,4.61,7.05,-3.8,-7.48,,,,,-7.82,-7.82,0.00%
19433,024079,长城国证自由现金流ETF联接C,2026-07-31,1.04,1.054,-0.08,3.12,10.88,-9.35,-10.08,,,,-2.15,5.37,5.372577,0.00%
19434,026447,中欧稳泰120天持有债券C,2026-07-31,0.9959,0.9959,0.1,0.03,-0.54,-0.73,,,,,,-0.41,-0.41,0.00%
19435,026407,中泰稳固90天持有债券A,2026-07-31,1.0033,1.0033,0.01,0.01,0.1,0.33,,,,,,0.33,0.33,0.03%
19436,026314,广发多添利六个月持有债券A,2026-07-31,1.0193,1.0193,-0.01,0.17,0.17,0.82,1.66,,,,2.04,1.98,1.98099,0.04%
19437,026319,广发昭利中短债B,2026-07-31,1.0132,1.0132,0.07,0.15,0.25,0.54,1.28,,,,1.55,1.58,1.584119,0.00%
19438,026318,广发昭利中短债A,2026-07-31,1.0132,1.0132,0.06,0.14,0.24,0.54,1.28,,,,1.55,1.58,1.584119,0.04%
19439,026321,广发乾利一年持有债券A,2026-07-31,1.0749,1.0749,0.02,0.05,-1.05,1.14,1.54,,,,1.81,1.83,1.828344,0.08%
19440,026315,广发多添利六个月持有债券C,2026-07-31,1.0181,1.0181,-0.01,0.17,0.15,0.77,1.56,,,,1.93,1.86,1.86093,0.00%
19441,026322,广发乾利一年持有债券C,2026-07-31,1.0534,1.0534,0.02,0.05,-1.08,1.06,1.39,,,,1.63,1.64,1.640293,0.00%
19442,026320,广发昭利中短债C,2026-07-31,1.0118,1.0118,0.06,0.14,0.23,0.5,1.17,,,,1.41,1.44,1.443754,0.00%
19443,026196,易方达港股通医药混合C,2026-07-31,0.8942,0.8942,1.15,-5.09,7.8,-8.65,-10.56,,,,,-10.58,-10.58,0.00%
19444,026210,平安科技精选混合发起式A,2026-07-31,1.3695,1.3695,2.34,-12.25,-45.41,-18.2,19.17,,,,34.58,36.95,36.95,0.15%
19445,025690,弘毅远方北证50成份指数A,2026-07-31,0.7677,0.7677,3.12,4.75,-12.94,-17.26,-27.74,,,,-23.7,-23.23,-23.23,0.10%
19446,026576,摩根聚利稳健三个月持有期混合(FOF)A,2026-07-29,0.9913,0.9913,0.06,-0.78,-3.07,-0.85,,,,,,-0.87,,0.05%
19447,026195,易方达港股通医药混合A,2026-07-31,0.8964,0.8964,1.15,-5.09,7.83,-8.54,-10.35,,,,,-10.36,-10.36,0.15%
19448,027038,鹏华瑞衡鑫益180天持有期债券C,2026-07-31,0.9921,0.9921,0.2,0.08,-1.05,-0.78,,,,,,-0.79,-0.79,0.00%
19449,026636,国联昭元债券A,2026-07-31,0.9964,0.9964,0.14,-0.5,-4.24,-0.37,,,,,,-0.36,-0.36,0.03%
19450,026495,东方红消费研选混合发起A,2026-07-31,0.9244,0.9244,0.22,4.62,7.09,-3.68,-7.24,,,,,-7.56,-7.56,0.15%
19451,025025,万家启泰稳健三个月持有期混合(FOF)A,2026-07-29,1.0052,1.0052,0.05,-0.36,-0.56,-0.81,0.03,,,,,0.52,,0.08%
19452,025660,招商中国机遇股票C,2026-07-31,2.403,2.403,5.35,-10.54,-36.51,-0.74,11.98,,,,23.42,24.64,24.636929,0.00%
19453,025424,华夏中证500自由现金流ETF联接C,2026-07-31,0.8974,0.899,0.08,5.32,10.55,-6.95,,,,,,-10.09,-10.08684,0.00%
19454,026678,恒越嘉润量化选股混合A,2026-07-31,0.8646,0.8646,2.72,1.38,-14.19,-15.8,,,,,,-13.54,-13.54,0.80%
19455,026679,恒越嘉润量化选股混合C,2026-07-31,0.8629,0.8629,2.71,1.37,-14.22,-15.89,,,,,,-13.71,-13.71,0.00%
19456,025841,国泰海通创业板综指增强A,2026-07-31,0.9883,0.9883,3.07,-2.22,-22.74,-10.71,-3.63,,,,-1.09,-1.17,-1.17,0.12%
19457,027000,泓德周期臻选混合发起式A,2026-07-31,0.9052,0.9052,0.63,1.42,-9.61,-11.14,,,,,,-9.48,-9.48,0.08%
19458,027001,泓德周期臻选混合发起式C,2026-07-31,0.904,0.904,0.62,1.41,-9.65,-11.25,,,,,,-9.6,-9.6,0.00%
19459,027044,兴银中证科创创业人工智能指数C,2026-07-31,0.9281,0.9281,6.14,-5.52,-21.22,-7.65,,,,,,-7.19,-7.19,0.00%
19460,026959,银河中证电池主题指数发起式C,2026-07-31,0.7544,0.7544,0.94,0.95,-19.3,-25.18,,,,,,-24.56,-24.56,0.00%
19461,026958,银河中证电池主题指数发起式A,2026-07-31,0.7549,0.7549,0.95,0.96,-19.29,-25.14,,,,,,-24.51,-24.51,0.03%
19462,025816,中加智选添元三个月持有期混合(FOF)A,2026-07-29,0.9822,0.9822,0.42,0.16,-2.26,-2.48,-1.86,,,,-1.79,-1.78,,0.04%
19463,026305,西部利得汇和债券A,2026-07-31,1.02,1.02,0.05,-0.35,-1.5,-0.73,1.99,,,,,2.0,2.0,0.80%
19464,026389,招商资管上证科创板人工智能指数发起C,2026-07-31,0.8738,0.8738,5.75,-3.0,-22.31,-9.96,-12.91,,,,,-12.62,-12.62,0.00%
19465,026441,永赢价值核心混合C,2026-07-31,0.9499,0.9499,-0.77,4.12,10.35,-4.04,-5.05,,,,,-5.01,-5.01,0.00%
19466,026622,招商上证科创板芯片设计主题ETF发起式联接A,2026-07-31,1.0284,1.0284,4.79,-6.65,-31.49,-6.75,2.92,,,,,2.84,2.84,0.03%
19467,026027,财信30天持有债券A,2026-07-31,1.023,1.023,0.06,0.24,0.24,0.6,1.79,,,,2.2,2.3,2.3,0.03%
19468,025360,中加均衡回报混合A,2026-07-31,0.9975,0.9975,0.06,0.86,1.75,-0.36,,,,,,-0.25,-0.25,0.05%
19469,025361,中加均衡回报混合C,2026-07-31,0.996,0.996,0.06,0.86,1.73,-0.46,,,,,,-0.4,-0.4,0.00%
19470,026223,广发消费领航股票发起式A,2026-07-31,1.0357,1.0357,-0.15,4.86,8.89,6.06,,,,,,3.57,3.57,0.08%
19471,026602,国泰产业机遇混合发起A,2026-07-31,1.0348,1.0348,4.6,-12.81,-35.18,-9.09,,,,,,3.48,3.48,0.08%
19472,026663,建信资源严选股票发起C,2026-07-31,0.7682,0.7682,0.79,2.06,-3.18,-21.73,,,,,,-23.18,-23.18,0.00%
19473,026662,建信资源严选股票发起A,2026-07-31,0.7697,0.7697,0.79,2.07,-3.13,-21.64,,,,,,-23.03,-23.03,0.08%
19474,026721,平安中证光伏产业ETF联接发起式C,2026-07-31,0.7349,0.7349,1.49,0.82,-20.63,-22.54,,,,,,-26.51,-26.51,0.00%
19475,026720,平安中证光伏产业ETF联接发起式A,2026-07-31,0.7352,0.7352,1.48,0.81,-20.63,-22.53,,,,,,-26.48,-26.48,0.03%
19476,025967,国泰鼎利债券C,2026-07-31,0.9969,0.9969,-0.1,-0.16,-0.59,-0.68,,,,,,-0.31,-0.31,0.00%
19477,026326,上银慧达双利债券C,2026-07-31,0.9909,0.9909,0.16,-0.36,-2.6,-1.3,-0.91,,,,,-0.91,-0.91,0.00%
19478,026608,德邦沪深300指数增强A,2026-07-31,1.0237,1.0237,0.69,-0.77,-4.93,-0.72,,,,,,2.37,2.37,0.03%
19479,026614,国泰上证科创板人工智能ETF发起联接C,2026-07-31,0.9081,0.9081,5.73,-2.41,-22.32,-9.43,,,,,,-9.19,-9.19,0.00%
19480,026613,国泰上证科创板人工智能ETF发起联接A,2026-07-31,0.909,0.909,5.73,-2.39,-22.31,-9.37,,,,,,-9.1,-9.1,0.03%
19481,026628,明亚多元配置三个月持有期混合(FOF)A,2026-07-30,0.9844,0.9844,-0.25,-0.86,-1.66,-2.28,-2.38,,,,,-1.56,,0.05%
19482,026624,国泰瑞乐6个月持有混合发起(FOF)A,2026-07-30,0.9514,0.9514,0.32,-0.1,-1.6,-3.34,-5.4,,,,,-4.86,,0.02%
19483,025997,永赢汇欣混合A,2026-07-31,1.012,1.012,0.27,-0.14,-1.93,-1.08,0.67,,,,1.19,1.2,1.2,0.08%
19484,026023,汇泉安悦90天持有债券A,2026-07-31,1.0055,1.0055,0.01,0.01,-0.03,0.06,0.41,,,,0.52,0.55,0.55,0.02%
19485,025391,平安港股通成长精选混合C,2026-07-31,0.7611,0.7611,3.73,-0.99,-10.85,-15.51,-31.22,,,,-23.26,-23.89,-23.89,0.00%
19486,026381,国泰海通善选稳健配置三个月持有混合(FOF)C,2026-07-29,0.9881,0.9881,0.12,-0.24,-1.41,-1.42,,,,,,-1.19,,0.00%
19487,026692,兴银创业板综合指数增强A,2026-07-31,0.8763,0.8763,3.11,-1.03,-19.59,-14.73,,,,,,-12.37,-12.37,0.03%
19488,026691,华泰柏瑞中证全指指数增强C,2026-07-31,0.8472,0.8472,2.43,2.39,-11.01,-16.03,,,,,,-15.28,-15.28,0.00%
19489,026690,华泰柏瑞中证全指指数增强A,2026-07-31,0.8478,0.8478,2.44,2.4,-10.98,-15.98,,,,,,-15.22,-15.22,0.03%
19490,026633,平安半导体领航精选混合发起式C,2026-07-31,1.444,1.444,3.94,-8.63,-30.09,25.17,44.4,,,,,44.4,44.4,0.00%
19491,026632,平安半导体领航精选混合发起式A,2026-07-31,1.4468,1.4468,3.94,-8.62,-30.06,25.3,44.68,,,,,44.68,44.68,0.08%
19492,026755,华宝中证港股通信息技术ETF发起联接,2026-07-31,1.0867,1.0867,2.2,-3.15,-18.21,1.25,,,,,,8.67,8.67,0.03%
19493,026189,路博迈添航债券A,2026-07-31,1.007,1.007,0.21,0.25,-0.06,0.21,,,,,,0.7,0.7,0.03%
19494,024515,海富通瑞泽90天持有债券发起A,2026-07-31,1.0026,1.0026,0.02,0.03,0.08,0.23,0.27,,,,,0.26,0.26,0.04%
19495,026876,诺安双利债券发起C,2026-07-31,2.833,2.833,0.11,0.6,0.85,-1.6,,,,,,-2.24,-2.242926,0.00%
19496,026821,南方医疗精选混合发起C,2026-07-31,0.9692,0.9692,1.65,-0.68,-3.41,-3.07,,,,,,-3.08,-3.08,0.00%
19497,027090,汇添富稳锦90天滚动持有债券A,2026-07-31,1.0094,1.0094,0.03,0.12,0.19,0.87,,,,,,0.94,0.94,0.03%
19498,027091,汇添富稳锦90天滚动持有债券C,2026-07-31,1.0094,1.0094,0.03,0.13,0.19,0.87,,,,,,0.94,0.94,0.00%
19499,027037,鹏华瑞衡鑫益180天持有期债券A,2026-07-31,0.9927,0.9927,0.21,0.08,-1.03,-0.73,,,,,,-0.73,-0.73,0.03%
19500,025202,中欧港股通大盘精选混合发起A,2026-07-31,0.7889,0.7889,1.06,1.75,4.56,-10.34,-22.92,,,,,-21.11,-21.11,0.15%
19501,024827,东兴低碳经济混合发起C,2026-07-31,0.7683,0.7683,-0.18,0.38,-15.73,-24.87,-20.88,,,,-23.17,-23.17,-23.17,0.00%
19502,025748,招商医药量化选股混合发起式A,2026-07-31,0.9887,0.9887,0.77,3.49,8.35,1.44,0.42,,,,,-1.13,-1.13,0.15%
19503,026051,信澳鑫丰债券A,2026-07-31,1.0067,1.0067,0.21,0.41,-0.61,-0.11,0.52,,,,0.67,0.67,0.67,0.08%
19504,026052,信澳鑫丰债券C,2026-07-31,1.0048,1.0048,0.21,0.41,-0.63,-0.2,0.36,,,,0.48,0.48,0.48,0.00%
19505,025743,安信瑞安30天持有中短债C,2026-07-31,1.091,1.091,0.01,0.0,0.03,0.4,0.97,,,,1.01,1.05,1.046587,0.00%
19506,026173,路博迈港股通科技股票A,2026-07-31,0.9151,0.9151,4.56,-7.28,-27.85,-15.02,-12.02,,,,-8.26,-8.49,-8.49,0.15%
19507,026674,长江医药健康精选混合发起C,2026-07-31,0.8761,0.8761,0.79,-3.77,-10.65,-8.46,-11.35,,,,,-12.39,-12.39,0.00%
19508,026562,国泰海通制造升级睿选混合发起A,2026-07-31,0.69,0.69,2.1,-3.51,-37.26,-22.26,-27.15,,,,,-31.0,-31.0,0.08%
19509,026457,银华启元债券C,2026-07-31,0.9864,0.9864,0.28,0.37,-1.85,-1.73,,,,,,-1.36,-1.36,0.00%
19510,026630,天弘中证智选质量领先50指数A,2026-07-31,0.9942,0.9942,0.76,4.3,6.77,-3.49,,,,,,-0.58,-0.58,0.03%
19511,026770,中银创业板50指数A,2026-07-31,1.0014,1.0014,2.92,-4.63,-22.71,-9.29,,,,,,0.14,0.14,0.03%
19512,026771,中银创业板50指数C,2026-07-31,1.0007,1.0007,2.93,-4.63,-22.72,-9.32,,,,,,0.07,0.07,0.00%
19513,026182,南方惠益稳健添利债券C,2026-07-31,1.0127,1.0127,-0.05,-0.13,-1.33,0.62,1.27,,,,,1.27,1.27,0.00%
19514,026181,南方惠益稳健添利债券A,2026-07-31,1.0143,1.0143,-0.05,-0.12,-1.3,0.7,1.43,,,,,1.43,1.43,0.04%
19515,026354,财通泓盛平衡混合C,2026-07-31,1.2076,1.2076,3.87,-3.61,-21.31,17.37,21.48,,,,,20.76,20.76,0.00%
19516,026610,工银前瞻成长混合C,2026-07-31,0.9865,0.9865,0.23,2.87,0.02,1.29,-1.35,,,,,-1.35,-1.35,0.00%
19517,026638,新华医疗创新混合发起A,2026-07-31,0.7051,0.7051,2.57,6.74,2.26,-16.97,-29.06,,,,,-29.49,-29.49,0.08%
19518,026639,新华医疗创新混合发起C,2026-07-31,0.7037,0.7037,2.58,6.73,2.22,-17.06,-29.2,,,,,-29.63,-29.63,0.00%
19519,025546,财通周期优选混合A,2026-07-31,0.7363,0.7363,3.17,-0.92,-38.94,-18.61,,,,,,-26.37,-26.37,0.08%
19520,027003,东方红鼎鸿债券C,2026-07-31,1.0011,1.0011,-0.02,0.4,0.96,0.2,,,,,,0.11,0.11,0.00%
19521,026693,兴银创业板综合指数增强C,2026-07-31,0.8757,0.8757,3.1,-1.04,-19.6,-14.77,,,,,,-12.43,-12.43,0.00%
19522,025742,安信瑞安30天持有中短债B,2026-07-31,1.1001,1.1001,0.01,0.0,0.05,0.46,1.07,,,,1.13,1.18,1.177228,0.03%
19523,026021,华夏增利一年持有债券A,2026-07-31,1.2767,1.2767,0.01,0.03,0.06,0.33,0.77,,,,1.8,1.77,1.769629,0.06%
19524,026022,华夏增利一年持有债券C,2026-07-31,1.2532,1.2532,0.01,0.02,0.03,0.26,0.62,,,,1.63,1.58,1.580611,0.00%
19525,026271,上银消费机遇混合发起式A,2026-07-31,0.8038,0.8038,1.76,0.01,1.68,-8.85,-21.56,,,,-19.61,-19.62,-19.62,1.50%
19526,026272,上银消费机遇混合发起式C,2026-07-31,0.8019,0.8019,1.76,0.0,1.65,-8.94,-21.71,,,,-19.8,-19.81,-19.81,0.00%
19527,026304,上银科技创新股票发起式C,2026-07-31,0.864,0.864,2.88,-4.27,-18.14,-13.69,-13.13,,,,,-13.6,-13.6,0.00%
19528,025974,工银添悦债券A,2026-07-31,1.0067,1.0067,-0.12,0.14,0.68,0.58,,,,,,0.67,0.67,0.03%
19529,026465,人保睿逸智选混合C,2026-07-31,1.0354,1.0354,0.99,0.27,-7.8,-3.34,,,,,,3.54,3.54,0.00%
19530,026464,人保睿逸智选混合A,2026-07-31,1.0369,1.0369,0.98,0.27,-7.77,-3.25,,,,,,3.69,3.69,0.08%
19531,026591,国泰海通稳健汇利债券C,2026-07-31,0.9964,0.9964,0.03,0.41,0.97,-0.53,,,,,,-0.36,-0.36,0.00%
19532,026850,泓德价值智选混合A,2026-07-31,1.0,1.0,-0.18,3.92,9.83,-0.18,,,,,,0.0,0.0,0.08%
19533,026851,泓德价值智选混合C,2026-07-31,0.9986,0.9986,-0.18,3.91,9.8,-0.28,,,,,,-0.14,-0.14,0.00%
19534,026013,圆信永丰永福90天持有债券C,2026-07-31,0.9954,0.9954,0.13,-0.03,-1.83,-0.45,,,,,,-0.46,-0.46,0.00%
19535,026095,易方达创业板50ETF联接A,2026-07-31,1.0277,1.0277,2.82,-4.66,-22.61,-8.84,1.44,,,,2.77,2.77,2.77,0.12%
19536,026096,易方达创业板50ETF联接C,2026-07-31,1.0259,1.0259,2.82,-4.66,-22.63,-8.91,1.28,,,,2.59,2.59,2.59,0.00%
19537,026136,泰康裕泽债券C,2026-07-31,1.0053,1.0053,0.26,-0.02,-0.31,-0.24,-0.9,,,,0.47,0.53,0.53,0.00%
19538,025285,京管泰富京信债券A,2026-07-31,0.9885,0.9885,-0.07,-0.82,-2.59,-0.6,-1.43,,,,-1.18,-1.15,-1.15,0.08%
19539,025715,安联睿利6个月持有混合A,2026-07-31,1.0019,1.0019,-0.13,0.07,-2.98,-0.1,-1.26,,,,0.19,0.19,0.19,0.10%
19540,026332,广发盛世精选混合A,2026-07-31,0.8049,0.8049,2.2,-10.48,-31.29,-23.81,-23.45,,,,-13.82,-16.09,-16.086322,0.10%
19541,027703,泰康中证有色金属矿业主题ETF发起式联接A,2026-07-31,0.9383,0.9383,2.03,2.46,-4.02,,,,,,,-6.17,-6.17,0.03%
19542,027704,泰康中证有色金属矿业主题ETF发起式联接C,2026-07-31,0.9381,0.9381,2.03,2.46,-4.03,,,,,,,-6.19,-6.19,0.00%
19543,027765,嘉实恒生科技ETF发起联接(QDII)A,2026-07-31,1.0327,1.0327,0.49,4.03,6.72,,,,,,,3.27,3.27,0.03%
19544,026509,中邮睿福债券C,2026-07-31,0.9784,0.9784,0.34,-0.62,-2.6,-2.26,,,,,,-2.16,-2.16,0.00%
19545,027050,融通医疗创新臻选混合C,2026-07-31,1.0647,1.0647,0.95,-3.31,3.14,6.51,,,,,,6.47,6.47,0.00%
19546,027049,融通医疗创新臻选混合A,2026-07-31,1.0658,1.0658,0.95,-3.3,3.18,6.61,,,,,,6.58,6.58,0.08%
19547,026868,广发汇智量化选股混合C,2026-07-31,0.9698,0.9698,0.92,0.97,-4.58,,,,,,,-3.02,-3.02,0.00%
19548,026928,申万菱信多元配置3个月持有期混合(ETF-FOF)C,2026-07-31,0.9999,0.9999,0.04,0.0,-0.07,-0.01,,,,,,-0.01,-0.01,0.00%
19549,027241,申万菱信恒生港股通科技主题指数A,2026-07-31,1.0286,1.0286,1.13,3.72,3.02,,,,,,,2.86,2.86,0.03%
19550,027614,易方达丰瑞债券A,2026-07-31,1.0058,1.0058,0.28,0.41,1.24,,,,,,,0.58,0.58,0.03%
19551,027468,招商瑞启回报债券A,2026-07-31,1.0073,1.0073,0.04,0.55,0.8,,,,,,,0.73,0.73,0.30%
19552,026605,交银沃享稳健三个月持有期混合(FOF)C,2026-07-29,0.9878,0.9878,0.01,,-1.31,-1.22,,,,,,-1.22,,0.00%
19553,025308,国泰海通中证全指指数增强A,2026-07-31,1.0282,1.0282,1.62,-1.21,-15.67,-9.74,-5.68,,,,1.53,2.82,2.82,0.12%
19554,027419,博时储能电池指数C,2026-07-31,0.8384,0.8384,1.28,-2.25,-16.17,,,,,,,-16.16,-16.16,0.00%
19555,027605,易方达中证工程机械主题ETF联接C,2026-07-31,1.0005,1.0005,1.4,3.29,0.08,,,,,,,0.05,0.05,0.00%
19556,027603,华泰柏瑞恒生生物科技ETF发起式联接C,2026-07-31,1.0068,1.0068,0.21,-1.76,0.68,,,,,,,0.68,0.68,0.00%
19557,027128,国泰中证港股通互联网ETF发起联接C,2026-07-31,0.9965,0.9965,0.65,7.16,16.4,,,,,,,-0.35,-0.35,0.00%
19558,027127,国泰中证港股通互联网ETF发起联接A,2026-07-31,0.9968,0.9968,0.65,7.16,16.42,,,,,,,-0.32,-0.32,0.03%
19559,027247,农银中证500指数C,2026-07-31,1.9371,1.9371,2.4,-0.58,-16.26,-9.28,,,,,,-8.21,-8.207364,0.00%
19560,027288,富国中证畜牧养殖产业指数发起式C,2026-07-31,1.0236,1.0236,0.22,3.28,9.77,,,,,,,2.36,2.36,0.00%
19561,027287,富国中证畜牧养殖产业指数发起式A,2026-07-31,1.024,1.024,0.21,3.29,9.79,,,,,,,2.4,2.4,0.03%
19562,027312,富国消费服务混合发起式C,2026-07-31,1.0166,1.0166,0.25,2.09,-10.32,1.52,,,,,,1.66,1.66,0.00%
19563,027311,富国消费服务混合发起式A,2026-07-31,1.0176,1.0176,0.24,2.09,-10.29,1.62,,,,,,1.76,1.76,0.08%
19564,027113,易方达中证港股通医疗主题ETF联接发起式A,2026-07-31,0.9418,0.9418,1.16,0.61,8.46,-4.34,,,,,,-5.82,-5.82,0.03%
19565,027114,易方达中证港股通医疗主题ETF联接发起式C,2026-07-31,0.9413,0.9413,1.16,0.61,8.44,-4.38,,,,,,-5.87,-5.87,0.00%
19566,026338,国泰盈享配置6个月持有混合发起(FOF)A,2026-07-29,0.9598,0.9598,0.06,-1.19,-5.4,,,,,,,-4.02,,0.50%
19567,027418,博时储能电池指数A,2026-07-31,0.8386,0.8386,1.28,-2.25,-16.15,,,,,,,-16.14,-16.14,0.03%
19568,026303,上银科技创新股票发起式A,2026-07-31,0.8658,0.8658,2.88,-4.26,-18.11,-13.61,-12.96,,,,,-13.42,-13.42,0.08%
19569,027014,广发添享债券A,2026-07-31,1.0074,1.0074,0.03,0.1,-0.06,0.73,,,,,,0.74,0.74,0.03%
19570,027609,鹏华上证科创板芯片设计主题ETF发起式联接C,2026-07-31,0.7447,0.7447,4.58,-7.28,-32.1,,,,,,,-25.53,-25.53,0.00%
19571,027700,万家港股通科技智选混合发起式C,2026-07-31,1.054,1.054,0.69,8.39,6.74,,,,,,,5.4,5.4,0.00%
19572,027476,山证资管新能源锐选股票发起式A,2026-07-31,0.9589,0.9589,0.23,-0.61,-3.72,,,,,,,-4.11,-4.11,0.08%
19573,027498,国联周期优选混合发起A,2026-07-31,1.0585,1.0585,-0.25,3.67,6.16,,,,,,,5.85,5.85,0.08%
19574,027254,兴全沪深300质量ETF联接A,2026-07-31,1.0096,1.0096,-0.18,0.8,,,,,,,,0.96,0.96,0.03%
19575,026828,长城睿盈多元稳健3个月持有混合发起(FOF)A,2026-07-29,1.0037,1.0037,0.16,-0.22,-0.34,-0.24,,,,,,0.37,,0.05%
19576,026829,长城睿盈多元稳健3个月持有混合发起(FOF)C,2026-07-29,1.0027,1.0027,0.16,-0.22,-0.36,-0.31,,,,,,0.27,,0.00%
19577,027033,中银中证科创创业人工智能指数发起A,2026-07-31,1.0059,1.0059,6.2,-4.84,-23.18,-2.98,,,,,,0.59,0.59,0.03%
19578,027034,中银中证科创创业人工智能指数发起C,2026-07-31,1.0056,1.0056,6.2,-4.84,-23.18,-3.0,,,,,,0.56,0.56,0.00%
19579,026927,申万菱信多元配置3个月持有期混合(ETF-FOF)A,2026-07-31,1.0007,1.0007,0.04,0.01,-0.04,0.07,,,,,,0.07,0.07,0.05%
19580,026260,银华医疗创新混合(QDII)C,2026-07-31,1.0362,1.0362,1.06,-2.03,4.61,3.65,,,,,,3.62,3.62,0.00%
19581,026815,兴全创业板综指增强发起式C,2026-07-31,0.9878,0.9878,3.2,-1.27,-17.28,-9.51,,,,,,-1.22,-1.22,0.00%
19582,026631,天弘中证智选质量领先50指数C,2026-07-31,0.9935,0.9935,0.75,4.29,6.75,-3.54,,,,,,-0.65,-0.65,0.00%
19583,027604,易方达中证工程机械主题ETF联接A,2026-07-31,1.0007,1.0007,1.4,3.29,0.1,,,,,,,0.07,0.07,0.03%
19584,026789,中欧上证科创板人工智能指数A,2026-07-31,0.8103,0.8103,5.82,-2.4,-22.47,,,,,,,-18.97,-18.97,0.03%
19585,026626,建信消费严选股票A,2026-07-31,0.9914,0.9914,0.37,0.6,-0.95,-0.86,,,,,,-0.86,-0.86,0.08%
19586,026627,建信消费严选股票C,2026-07-31,0.9904,0.9904,0.37,0.59,-0.98,-0.95,,,,,,-0.96,-0.96,0.00%
19587,026813,富国智瑞稳健90天持有期混合(FOF)C,2026-07-30,0.998,0.998,-0.16,-0.27,-0.34,-0.21,,,,,,-0.2,,0.00%
19588,023679,格林上证科创板综合指数增强A,2026-07-31,0.986,0.986,3.59,-6.42,-29.09,-8.42,,,,,,-1.4,-1.4,0.03%
19589,027171,万家家瑞债券D,2026-07-31,1.2441,1.2441,0.35,-0.07,-3.97,-1.2,,,,,,0.31,0.314465,0.03%
19590,027142,华夏上证科创板生物医药ETF发起式联接A,2026-07-31,0.9078,0.9078,0.87,-1.36,-0.6,-5.68,,,,,,-9.22,-9.22,0.03%
19591,027137,广发红利低波指数A,2026-07-31,1.0324,1.0324,-0.27,3.32,12.13,,,,,,,3.24,3.24,0.03%
19592,027143,华夏上证科创板生物医药ETF发起式联接C,2026-07-31,0.9073,0.9073,0.88,-1.36,-0.61,-5.74,,,,,,-9.27,-9.27,0.00%
19593,026114,鑫元中证港股通科技指数C,2026-07-31,0.9429,0.9429,0.48,2.24,5.81,-5.29,,,,,,-5.71,-5.71,0.00%
19594,027145,易方达中证金融科技主题ETF联接C,2026-07-31,0.9821,0.9821,3.48,11.07,1.53,,,,,,,-1.79,-1.79,0.00%
19595,027144,易方达中证金融科技主题ETF联接A,2026-07-31,0.9824,0.9824,3.48,11.07,1.55,,,,,,,-1.76,-1.76,0.03%
19596,025762,招商均衡进取混合C,2026-07-31,0.8875,0.8875,0.41,3.63,0.85,-10.39,,,,,,-11.25,-11.25,0.00%
19597,027042,富国港股通医药优选混合C,2026-07-31,0.9828,0.9828,0.1,-2.01,-2.05,,,,,,,-1.72,-1.72,0.00%
19598,027705,南方中证全指红利质量ETF发起联接A,2026-07-31,1.052,1.052,0.6,5.6,8.46,,,,,,,5.2,5.2,0.03%
